,App_Name,App_Size,currency,App_Price,Type,Review_count,User_Rating,Content_Rating,Category
315,"Univision Deportes: Liga MX, MLS, Ftbol En Vivo",81876992,USD,0.0,Free,16683,3.5,4+,Sports
316,DOOM II RPG,48700821,USD,0.99,Paid,1455,3.0,12+,Games
317,STREET FIGHTER IV,581353472,USD,4.99,Paid,15056,4.0,17+,Games
318,Dr Seuss Camera - The Cat in the Hat Edition,9906176,USD,0.99,Paid,249,4.5,4+,Photo & Video
319,FINAL FANTASY,114843648,USD,7.99,Paid,6091,4.0,9+,Games
320,FINAL FANTASY II,199450624,USD,7.99,Paid,2754,4.0,9+,Games
321,Worms 2: Armageddon,529755136,USD,4.99,Paid,9870,4.5,12+,Games
322,SoundHound Song Search  Music Player,70516736,USD,0.0,Free,82602,4.0,9+,Music
323,Jourist Weltbersetzer,147066880,USD,7.99,Paid,0,0.0,4+,Travel
324,TeachMe: 1st Grade,90241024,USD,1.99,Paid,762,4.0,4+,Education
325,TeachMe: 3rd Grade,174268416,USD,1.99,Paid,160,4.0,4+,Education
326,Kik,151864320,USD,0.0,Free,260965,4.0,12+,Social Networking
327,Slow Shutter Cam,4466688,USD,1.99,Paid,2305,4.0,4+,Photo & Video
328,PeakFinder Earth,35478528,USD,4.99,Paid,137,4.0,4+,Travel
329,AgingBooth,31869952,USD,0.0,Free,11999,4.0,4+,Entertainment
330,"iWatermark - Watermark 1 or Batch of Photos Watermarking with Text, Logo,  Graphics Overlays",21771264,USD,1.99,Paid,1995,4.5,12+,Photo & Video
331,Tabs  Chords by Ultimate Guitar - learn and play,103049216,USD,2.99,Paid,35045,4.5,4+,Music
332,"Dude, your car",40586240,USD,0.99,Paid,343,4.0,4+,Entertainment
333,Drawing Pad,220397568,USD,1.99,Paid,1824,4.0,4+,Entertainment
334,ESPN Tournament Challenge,69057536,USD,0.0,Free,39642,4.0,4+,Sports
335,Solitaire,101943296,USD,0.0,Free,679055,4.5,4+,Games
336,Notability,122235904,USD,9.99,Paid,17594,4.0,4+,Productivity
337,Rubiks Cube,151954432,USD,1.99,Paid,3531,4.0,4+,Games
338,Super Why Power to Read,138047488,USD,3.99,Paid,1080,3.5,4+,Education
339,Amex Mobile,105982976,USD,0.0,Free,11421,4.0,4+,Finance
340,Fruit Ninja Classic,104590336,USD,1.99,Paid,698516,4.5,4+,Games
341,Animation Creator HD,32051200,USD,3.99,Paid,4497,4.0,12+,Entertainment
342,Plants vs Zombies HD,225859584,USD,0.99,Paid,163598,5.0,9+,Games
343,SCRABBLE Premium for iPad,229992448,USD,9.99,Paid,39678,3.5,4+,Games
344,Graphic - illustration and design,32604160,USD,8.99,Paid,1809,4.5,4+,Productivity
345,Ship Finder,22948864,USD,4.99,Paid,624,3.5,4+,Navigation
346,Photogene ,35422208,USD,2.99,Paid,3761,4.5,4+,Photo & Video
347,Hurricane HD,32083968,USD,3.99,Paid,353,4.0,12+,Weather
348,Star Walk HD - Night Sky Map,150221824,USD,4.99,Paid,6503,4.5,4+,Education
349,Space War HD,30270464,USD,0.99,Paid,71,3.0,4+,Games
350,Netflix,125016064,USD,0.0,Free,308844,3.5,4+,Entertainment
351,forScore,35717120,USD,9.99,Paid,3909,4.5,4+,Music
352,ComicGlass ComicReader,31955968,USD,2.99,Paid,308,4.5,12+,Utilities
353,iAnnotate PDF,44099584,USD,9.99,Paid,11156,4.5,4+,Productivity
354,ArtStudio for iPad - Draw Sketch and Paint,34310144,USD,4.99,Paid,8542,4.5,4+,Photo & Video
355,Call of Duty: Zombies HD,35602607,USD,4.99,Paid,5853,3.5,17+,Games
356,Small World 2,234123264,USD,1.99,Paid,1506,4.0,9+,Games
357,Qzone,133874688,USD,0.0,Free,1649,3.5,4+,Social Networking
358,ABC  Watch Live TV  Stream Full Episodes,85724160,USD,0.0,Free,78890,3.0,12+,Entertainment
359,Fieldrunners for iPad,219693056,USD,3.99,Paid,2147,4.0,9+,Games
360,Angry Birds HD,176164864,USD,0.0,Free,89110,4.5,4+,Games
361,"The Weather Channel App for iPad  best local forecast, radar map, and storm tracking",59101184,USD,0.0,Free,208648,4.0,4+,Weather
362,Do Not Press The Red Button HD,10907191,USD,1.99,Paid,856,2.5,12+,Entertainment
363,"Digits, the calculator for humans",4177920,USD,3.99,Paid,7825,4.5,4+,Productivity
364,"PDF Reader Pro Edition - Annotate,edit  sign PDFs",62978048,USD,9.99,Paid,7033,4.0,4+,Business
365,National Geographic World Atlas,66138112,USD,1.99,Paid,4255,4.0,4+,Reference
366,FileBrowser - Access files on remote computers,68073472,USD,5.99,Paid,3230,4.5,4+,Utilities
367,Dictionarycom Dictionary  Thesaurus for iPad,165748736,USD,0.0,Free,54175,4.5,4+,Reference
368,Animation  Drawing by Do Ink,33857536,USD,4.99,Paid,308,4.0,4+,Education
369,AirCoaster - Roller Coaster Builder,22763520,USD,0.99,Paid,2602,3.0,9+,Games
370,"Documents 6 - File manager, PDF reader and browser",107259904,USD,0.0,Free,29110,4.5,17+,Productivity
371,The World Factbook for iPad,73224192,USD,1.99,Paid,273,3.5,4+,Reference
372,Photo Transfer App - Easy backup of photos+videos,45182976,USD,0.0,Free,15654,4.5,4+,Photo & Video
373,TwitCasting Viewer - Watch Live Video  Radio,16292864,USD,0.0,Free,189,2.5,12+,Entertainment
374,Ski Tracks,24851456,USD,0.99,Paid,829,4.5,4+,Navigation
375,The Photographers Ephemeris,58463232,USD,8.99,Paid,663,5.0,4+,Photo & Video
376,Sudoku,71002112,USD,0.0,Free,359832,4.5,4+,Games
377,"StubHub - Tickets to Sports, Concerts and Theatre",112609280,USD,0.0,Free,9011,3.5,4+,Entertainment
378,"Runtastic PRO Running, Jogging and Fitness Tracker",149536768,USD,4.99,Paid,17667,4.5,4+,Health & Fitness
379,OverDrive  Library eBooks and Audiobooks,39844864,USD,0.0,Free,65450,4.0,4+,Book
380,Hotels  Vacation Rentals by Bookingcom,105609216,USD,0.0,Free,31261,4.5,4+,Travel
381,The Impossible Game,14160896,USD,0.99,Paid,9885,4.0,4+,Games
382,PrankDial - #1 Prank Call App,112515072,USD,0.0,Free,11091,3.0,4+,Entertainment
383,Fox News,64705536,USD,0.0,Free,132703,4.0,4+,News
384,Live Cams - HD,37161984,USD,4.99,Paid,286,2.5,4+,Travel
385,QR Reader for iPhone,54776832,USD,0.0,Free,12683,4.0,12+,Utilities
386,Uber,283852800,USD,0.0,Free,49466,3.0,4+,Travel
387,WEBDE Mail,101923840,USD,0.0,Free,168,4.0,4+,Productivity
388,iBunkoHD,40479744,USD,6.99,Paid,114,4.0,17+,Book
389,Hurricane Tracker For iPad,10612736,USD,2.99,Paid,2798,4.5,4+,Weather
390,"6play, TV en direct et en replay",94592000,USD,0.0,Free,62,3.5,4+,Entertainment
391,AudioNote - Notepad and Voice Recorder,33213440,USD,9.99,Paid,1756,4.0,4+,Business
392,Breathing Zone: Guided Breathing for Mindfulness,37140480,USD,3.99,Paid,511,4.5,4+,Health & Fitness
393,My Virtual Girlfriend - Deluxe Dating Sim,144180224,USD,0.99,Paid,2609,3.5,17+,Games
394,Fake-A-Location Free ,7689537,USD,0.0,Free,354,1.5,4+,Social Networking
395,Math Ninja HD,25137152,USD,1.99,Paid,1121,4.5,9+,Games
396,Rsultats Foot en Direct,65074176,USD,0.0,Free,339,4.5,4+,Sports
397,Chase Mobile,34950144,USD,0.0,Free,34322,4.5,4+,Finance
398,Captio - Email yourself with 1 tap,19054592,USD,1.99,Paid,162,4.5,4+,Productivity
399,My Vodafone,83575808,USD,0.0,Free,8,3.0,4+,Utilities
400,Math Bingo,14602240,USD,2.99,Paid,4386,4.5,4+,Education
401,Sudoku +,61595648,USD,4.99,Paid,5397,5.0,4+,Games
402,"Tango - Free Video Call, Voice and Chat",134848512,USD,0.0,Free,75412,4.5,17+,Social Networking
403,MeetMe - Chat and Meet New People,133956608,USD,0.0,Free,97072,4.0,17+,Social Networking
404,WebMD for iPad,17613824,USD,0.0,Free,9142,3.5,12+,Health & Fitness
405,GeoBee Challenge HD by National Geographic,35975168,USD,1.99,Paid,1957,4.5,4+,Games
406,"OPlayer HD - video player, classic media streaming",127020032,USD,4.99,Paid,2944,4.0,17+,Entertainment
407,TouchRetouch,27962368,USD,1.99,Paid,588,4.0,4+,Photo & Video
408,Cat Physics,14824448,USD,1.99,Paid,40552,4.5,4+,Games
409,AnkiMobile Flashcards,19371008,USD,24.99,Paid,753,4.0,4+,Education
410,WeatherPro for iPad,59475968,USD,2.99,Paid,725,4.0,4+,Weather
411,Real,80203776,USD,3.99,Paid,45,4.5,12+,Education
412,BATTLE BEARS -1,227403527,USD,0.99,Paid,14910,4.0,12+,Games
413,Crash Bandicoot Nitro Kart 2,75254654,USD,2.99,Paid,3064,3.5,9+,Games
414,WIRED Magazine,23879680,USD,0.0,Free,12074,2.5,17+,News
415,Popplet,4893696,USD,4.99,Paid,336,4.0,4+,Productivity
416,Notes Plus,109620224,USD,9.99,Paid,6257,4.0,4+,Productivity
417,Color Splash for iPad,18752512,USD,1.99,Paid,2445,4.5,4+,Photo & Video
418,Robot Unicorn Attack,52117504,USD,0.99,Paid,22150,4.0,9+,Games
419,SimSimi,31358976,USD,0.0,Free,23530,4.0,17+,Social Networking
420,Carcassonne,359192576,USD,9.99,Paid,10846,4.5,4+,Games
421,Apple Store,70782976,USD,0.0,Free,55171,3.5,4+,Shopping
422,TED,84056064,USD,0.0,Free,5782,3.5,12+,Education
423,Ma Banque,137866240,USD,0.0,Free,17,3.5,4+,Finance
424,Doodle God,121715712,USD,1.99,Paid,35759,4.5,12+,Games
425,Carnivores: Dinosaur Hunter Pro,304654336,USD,2.99,Paid,18306,4.0,12+,Games
426,Blackboard Mobile Learn,51179520,USD,0.0,Free,13567,2.0,4+,Education
427,"SEC Football Schedules, Scores  Radio",60380160,USD,1.99,Paid,240,3.0,4+,Sports
428,Hulu: Watch TV Shows  Stream the Latest Movies,99568640,USD,0.0,Free,56170,2.0,12+,Entertainment
429,360 Panorama,7954432,USD,1.99,Paid,10463,4.5,4+,Photo & Video
430,"Mega Millions  Powerball - lottery games in the US with winning number results, lotto jackpots and prize payouts",7876608,USD,0.0,Free,1255,4.5,12+,Lifestyle
431,Cake Doodle,99558400,USD,0.99,Paid,5803,4.0,4+,Games
432,The Impossible Quiz for iPad,16857290,USD,1.99,Paid,227,4.0,9+,Games
433,Boating USA,111196160,USD,9.99,Paid,342,3.5,4+,Navigation
434,Diptic,36705280,USD,2.99,Paid,7578,4.5,4+,Photo & Video
435,Family Feud HD,79312792,USD,6.99,Paid,1156,3.5,4+,Games
436,Edmodo,127939584,USD,0.0,Free,7197,3.5,4+,Education
437,Auto Palmistry Premium,44349440,USD,2.99,Paid,5,3.0,4+,Entertainment
438,Drift Mania Championship,1178477568,USD,0.99,Paid,3432,3.0,4+,Games
439,Osmos for iPad,41772032,USD,4.99,Paid,24306,4.5,4+,Games
440,"Audible  audio books, original series  podcasts",81558528,USD,0.0,Free,105274,4.5,4+,Book
441,Living Earth - Clock  Weather,169009152,USD,2.99,Paid,25475,4.5,4+,Utilities
442,Sushi Cat,62373888,USD,0.99,Paid,8718,4.0,4+,Games
443,Talking Tom Cat for iPad,75417600,USD,0.0,Free,29492,3.5,4+,Entertainment
444,Lets create Pottery HD,175157248,USD,4.99,Paid,12787,4.5,4+,Entertainment
445,Files HD Pro - File Manager  Web Browser,28118016,USD,4.99,Paid,2237,4.0,17+,Utilities
446,Army Fitness APFT Calculator,15759360,USD,0.99,Paid,108,4.0,4+,Utilities
447,Ringtones for iPhone  Ringtone Maker,109270016,USD,0.0,Free,25403,4.5,12+,Music
448,Zoopla Property Search -UK Homes for Sale and Rent,59411456,USD,0.0,Free,210,3.5,4+,Lifestyle
449,Vestiaire Collective - Pre-Owned Luxury Fashion,138755072,USD,0.0,Free,169,4.0,4+,Shopping
450,Week Calendar,81845248,USD,1.99,Paid,7447,4.5,4+,Productivity
451,Stack the States,132377600,USD,2.99,Paid,12833,4.5,4+,Education
452,Flashlight ,42027008,USD,0.0,Free,130450,5.0,4+,Utilities
453,Celebtwin: Celebrity Looks Like Lite,81773568,USD,0.0,Free,1111,1.5,4+,Lifestyle
454,Onefootball - Soccer Scores  Live News,113814528,USD,0.0,Free,3194,4.5,12+,Sports
455,SuperCamPro,27815936,USD,1.99,Paid,1399,2.5,4+,Business
456,Sams Club: Wholesale Shopping  Bulk Buy Deals,113119232,USD,0.0,Free,8149,4.0,4+,Shopping
457,Splashtop Personal - Remote Desktop,55986176,USD,4.99,Paid,29376,4.5,4+,Business
458,eBay Kleinanzeigen - Free Easy Local,63022080,USD,0.0,Free,74,4.5,4+,Shopping
459,Viber Messenger  Text  Call,129657856,USD,0.0,Free,164249,4.5,4+,Social Networking
460,Osmos,33989632,USD,2.99,Paid,14605,4.5,4+,Games
461,shopkick - Shopping Rewards  Discounts,74822656,USD,0.0,Free,130823,4.5,4+,Shopping
462,Decide Now,3462144,USD,0.99,Paid,486,4.5,4+,Entertainment
463,"Ringtone Designer Pro - Create Unlimited Ringtones, Text Tones, Email Alerts, and More",3462266,USD,0.99,Paid,8946,4.5,4+,Music
464,The Secret of Grisly Manor,51794944,USD,0.99,Paid,1993,4.0,4+,Games
465,"Find My Family, Friends  iPhone - Life360 Locator",154507264,USD,0.0,Free,43877,4.5,4+,Social Networking
466,Pocketbooth - the photo booth in your pocket,72586240,USD,0.99,Paid,2377,4.5,4+,Photo & Video
467,The Incident,19534848,USD,0.99,Paid,2070,4.0,4+,Games
468,Dictionarycom Dictionary  Thesaurus Premium,108836864,USD,3.99,Paid,11530,4.5,4+,Reference
469,Autohome-Find newUsed Cars For Sale,89219072,USD,0.0,Free,194,4.0,17+,Lifestyle
470,OPEN Forum,83138560,USD,0.0,Free,200,3.5,4+,Business
471,Weibo HD,104387584,USD,0.0,Free,16772,4.5,4+,Social Networking
472,Reckless Racing HD,77139968,USD,0.99,Paid,9,4.0,4+,Games
473,Bloons Super Monkey,28566528,USD,0.99,Paid,2113,3.5,4+,Games
474,Lotto Results - Mega Millions Powerball Lottery,7990272,USD,0.0,Free,794,4.0,12+,News
475,IKEA Catalog,122979328,USD,0.0,Free,8939,4.0,4+,Lifestyle
476,QQ,32918528,USD,0.0,Free,308,3.5,17+,Utilities
477,Free IQ Test: Calculate your IQ,4034560,USD,0.0,Free,5,2.0,4+,Education
478,Infinity Blade,624107810,USD,0.99,Paid,326482,5.0,12+,Games
479,Virtual Regatta Offshore,123541504,USD,0.0,Free,209,3.5,4+,Games
480,iSlash,27619328,USD,0.99,Paid,33868,4.5,4+,Games
481,Ugly Meter,30441472,USD,0.99,Paid,13741,3.5,9+,Entertainment
482,"Muslim Pro: Ramadan 2017 Prayer Times, Azan, Quran",100551680,USD,0.0,Free,18418,4.5,4+,Reference
483,Carbs  Cals - Diet  Diabetes,209295360,USD,4.99,Paid,21,1.5,4+,Health & Fitness
484,2XL Supercross HD,270729216,USD,4.99,Paid,1588,3.5,4+,Games
485,Fly Delta,140803072,USD,0.0,Free,8094,3.0,4+,Travel
486,Google Authenticator,17235968,USD,0.0,Free,1652,3.0,4+,Utilities
487,CamScanner +| PDF Document Scanner and OCR,98450432,USD,0.99,Paid,5482,4.5,4+,Productivity
488,Pocket Anatomy - Interactive 3D Human Anatomy and Physiology,685733888,USD,13.99,Paid,611,4.5,12+,Medical
489,"Flashlight for iPhone , iPod and iPad",64041984,USD,0.0,Free,26697,4.5,4+,Utilities
490,The Sims 3 Ambitions,444821504,USD,4.99,Paid,14202,3.5,12+,Games
491,Bookshelf,106445824,USD,0.0,Free,2064,2.5,4+,Education
492,QQ-,72941568,USD,0.0,Free,746,4.5,4+,Utilities
493,Der Feueralarm,30711808,USD,0.99,Paid,0,0.0,12+,Entertainment
494,POF - Best Dating App for Conversations,59248640,USD,0.0,Free,52642,3.5,17+,Social Networking
495,NFL,131428352,USD,0.0,Free,27317,2.5,4+,Sports
496,Vernier Video Physics,40472576,USD,4.99,Paid,76,4.0,4+,Education
497,Instagram,113954816,USD,0.0,Free,2161558,4.5,12+,Photo & Video
498,UFO on Tape,35359744,USD,0.99,Paid,1058,3.5,4+,Games
499,Catan HD,812010496,USD,1.99,Paid,10382,4.0,4+,Games
500,Polar Plunge ,3700705,USD,0.99,Paid,1428,3.5,4+,Games
501,Sunday Ticket,92392448,USD,0.0,Free,3134,2.5,4+,Entertainment
502,Neuroshima Hex,511094784,USD,4.99,Paid,4378,4.5,9+,Games
503,"Maps 3D PRO - GPS for Bike, Hike, Ski  Outdoor",25960448,USD,4.99,Paid,280,4.0,4+,Navigation
504,ArtRage,58826752,USD,4.99,Paid,1045,4.0,4+,Entertainment
505,Sleep Talk Recorder,25309184,USD,0.0,Free,1110,4.5,17+,Utilities
506,Spider Solitaire by MobilityWare,39446528,USD,4.99,Paid,11154,4.5,4+,Games
507,iSleeping by iSommeil SARL,24419328,USD,0.0,Free,0,0.0,4+,Medical
508,Lane Splitter,106458112,USD,0.99,Paid,44567,4.5,4+,Games
509,Ryder Cup 2016  Hazeltine National Golf Club,116247552,USD,0.0,Free,3818,2.5,4+,Sports
510,Noteshelf,117406720,USD,9.99,Paid,7562,4.5,4+,Productivity
511,The Legend of Spookley the Square Pumpkin,36942848,USD,2.99,Paid,120,4.5,4+,Book
512,BUBBLE BOBBLE DOUBLE,56954817,USD,4.99,Paid,206,3.0,4+,Games
513,Paprika Recipe Manager,10432512,USD,4.99,Paid,1755,4.5,17+,Food & Drink
514,ToonCamera,29494272,USD,1.99,Paid,1037,4.5,4+,Photo & Video
515,Sonic The Hedgehog 4 Episode I,124710912,USD,2.99,Paid,4755,4.0,9+,Games
516,Cisco AnyConnect,46872576,USD,0.0,Free,825,3.5,4+,Business
517,GroupMe,66864128,USD,0.0,Free,28260,4.5,4+,Social Networking
518,Jenga,97562624,USD,0.0,Free,32527,4.5,4+,Games
519,"Zappos: shop shoes  clothes, fast free shipping",70325248,USD,0.0,Free,103655,5.0,4+,Shopping
520,"Printer Pro - Print photos, pdf and emails",98820096,USD,6.99,Paid,15981,4.5,4+,Productivity
521,Sephora Makeup  Beauty App  Insider Tips  Style,147001344,USD,0.0,Free,15593,4.5,4+,Shopping
522,Mathmateer,26029056,USD,1.99,Paid,1207,4.5,4+,Education
523,Battleheart,275481600,USD,2.99,Paid,6879,4.5,9+,Games
524,Youku HD,145140736,USD,0.0,Free,5683,4.0,12+,Entertainment
525,Bowitter for iPhone,3174400,USD,0.99,Paid,0,0.0,4+,Social Networking
526,Need for Speed Hot Pursuit,1269152768,USD,4.99,Paid,5059,4.0,4+,Games
527,Instant Heart Rate+: Heart Rate  Pulse Monitor,189514752,USD,4.99,Paid,10158,4.5,4+,Health & Fitness
528,NOAA Hurricane Center,8069120,USD,1.99,Paid,31,3.0,4+,Weather
529,CVS Pharmacy,129167360,USD,0.0,Free,35981,4.0,12+,Shopping
530,Age of Zombies,53805056,USD,0.99,Paid,14493,4.5,12+,Games
531,AVPlayer,39790592,USD,2.99,Paid,853,4.0,17+,Entertainment
532,Spider Solitaire Free by MobilityWare,91588608,USD,0.0,Free,128739,4.5,4+,Games
533,The Calculator,71177216,USD,2.99,Paid,1556,4.5,4+,Utilities
534,Game Dev Story,191455232,USD,4.99,Paid,12331,4.5,4+,Games
535,French Words for Kids - Learn Letter Sounds,35518464,USD,3.99,Paid,22,4.5,4+,Education
536,Death Worm,29303808,USD,0.99,Paid,6527,4.0,12+,Games
537,Cartoon Wars 2: Heroes,42482779,USD,0.99,Paid,13049,4.5,12+,Games
538,MSNBC,92997632,USD,0.0,Free,3692,3.5,12+,News
539,Super Stickman Golf,88879104,USD,2.99,Paid,41446,4.5,4+,Games
540,Black Friday 2017 Ads App - BlackFridayfm,23296000,USD,0.0,Free,8221,4.5,4+,Shopping
541,Hotel Dash Deluxe,50085888,USD,0.99,Paid,36190,4.5,4+,Games
542,Backbreaker 2: Vengeance,83214336,USD,0.99,Paid,14491,4.5,4+,Games
543,The Calculator - Free and Easy Calculating,84945920,USD,0.0,Free,99244,4.5,4+,Utilities
544,Angry Birds Seasons HD,710486016,USD,0.0,Free,75714,4.0,4+,Games
545,Gravity Guy,22577152,USD,0.99,Paid,35161,4.5,9+,Games
546,"Fooducate - Lose Weight, Eat Healthy,Get Motivated",48590848,USD,0.0,Free,11875,4.5,4+,Health & Fitness
547,myChevrolet,85515264,USD,0.0,Free,1083,2.0,17+,Lifestyle
548,Puzzle Quest 2,1319796736,USD,2.99,Paid,1575,3.5,12+,Games
549,Mountain Biker,165394432,USD,1.99,Paid,24,3.5,4+,Games
550,Yurekuru Call,56609792,USD,0.0,Free,53,4.0,4+,Weather
551,Stratego Single Player,195406848,USD,2.99,Paid,739,3.5,4+,Games
552,Text Free: Free Texting + Calling + MMS,136184832,USD,0.0,Free,100477,4.0,4+,Lifestyle
553,Merriam-Webster Dictionary,155593728,USD,0.0,Free,16849,4.5,4+,Reference
554,Learn English quickly with MosaLingua,51665920,USD,4.99,Paid,7,5.0,12+,Education
555,Reiner Knizias Ra,34992128,USD,3.99,Paid,1114,4.5,4+,Games
556,Guitar Pro,34405376,USD,6.99,Paid,1218,4.0,4+,Music
557,Flick Golf,59663360,USD,0.99,Paid,9948,4.5,4+,Games
558,DirectVR Remote for DirecTV,7497728,USD,0.99,Paid,528,4.0,4+,Utilities
559,World of Goo,119131136,USD,4.99,Paid,4675,4.5,4+,Games
560,Airbnb,243776512,USD,0.0,Free,22302,4.0,4+,Travel
561,UPAD 3,34397184,USD,5.99,Paid,3849,4.0,4+,Productivity
562,Tagesschau,83928064,USD,0.0,Free,233,4.0,12+,News
563,iExit Interstate Exit Guide,9784320,USD,0.0,Free,1798,4.5,4+,Travel
564,Genius Scan+ - PDF Scanner,43338752,USD,7.99,Paid,916,4.5,4+,Business
565,iSafe Pro,95949824,USD,0.99,Paid,2956,4.5,17+,Utilities
566,NBA JAM by EA SPORTS,410202112,USD,4.99,Paid,21648,4.0,4+,Games
567,iHandy Translator Pro,30382080,USD,2.99,Paid,5163,4.5,4+,Reference
568,AR Missile - Automatic Target Tracking,17178624,USD,0.99,Paid,49,4.5,4+,Entertainment
569,"QuakeFeed Earthquake Map, Alerts, and News",70262784,USD,0.0,Free,6081,4.5,4+,Weather
570,Dungeon Raid,11911065,USD,0.99,Paid,4401,5.0,9+,Games
571,Badoo Premium - Meet new people Extra features,157370368,USD,2.99,Paid,2231,4.5,17+,Social Networking
572,Fruit Ninja,163801088,USD,0.0,Free,327025,4.5,4+,Games
573,LEGO Harry Potter: Years 1-4,475697678,USD,4.99,Paid,10463,4.0,9+,Games
574,Rat On A Skateboard,9458688,USD,1.99,Paid,28672,4.5,4+,Games
575,iTrackBites Plus - Smart Weight Loss Tracker  Points Calculator for Diet Nutrition Watchers,67922944,USD,3.99,Paid,4716,4.5,12+,Health & Fitness
576,Pocket God: Journey To Uranus,118435840,USD,1.99,Paid,6278,3.5,9+,Games
577, ZOZOTOWN,43611136,USD,0.0,Free,0,0.0,4+,Shopping
578,Bloons TD 4,23447492,USD,2.99,Paid,8304,4.5,4+,Games
579,Cartoon Network App  Teen Titans Go And more,101873664,USD,0.0,Free,15984,3.0,9+,Entertainment
580,SkyView - Explore the Universe,93429760,USD,1.99,Paid,5079,4.5,4+,Education
581,Coach Guitar - Lessons  Easy Tabs For Beginners,132141056,USD,0.0,Free,2416,4.5,4+,Music
582,Lobi,38540288,USD,0.0,Free,36,4.0,17+,Social Networking
583,MONOPOLY for iPad,979909632,USD,4.99,Paid,8165,3.5,4+,Games
584,Eden - World Builder,122429440,USD,0.99,Paid,26419,4.0,9+,Games
585,"Holiday Greetings - 3D Animations, Emoji, Emoticons, Sounds  Videos for Special Occasions",12783616,USD,0.99,Paid,208,4.0,17+,Entertainment
586,Puffin Browser Pro,63474688,USD,3.99,Paid,7565,3.5,17+,Utilities
587,8mm Vintage Camera,22227968,USD,1.99,Paid,3040,4.5,4+,Photo & Video
588,GasBuddy,145240064,USD,0.0,Free,145549,4.5,17+,Travel
589,Paprika Recipe Manager for iPhone,10426368,USD,4.99,Paid,835,4.5,17+,Food & Drink
590,BillMinder - Bill Reminder and Organizer,4278742,USD,1.99,Paid,4262,4.5,4+,Finance
591,myCardLists Christmas Card Address Label Printing,21371904,USD,1.99,Paid,219,4.0,4+,Utilities
592,Capital One Mobile,273259520,USD,0.0,Free,56110,4.5,4+,Finance
593,HotelTonight - Great Deals on Last Minute Hotels,79332352,USD,0.0,Free,32341,4.5,12+,Travel
594,The 7th Guest,655987075,USD,4.99,Paid,1419,4.0,12+,Games
595,Stack the Countries,188030976,USD,2.99,Paid,3303,4.5,4+,Education
596,Secret of Mana,192136192,USD,7.99,Paid,990,4.0,9+,Games
597,AVPlayerHD,39835648,USD,2.99,Paid,1986,4.0,17+,Entertainment
598,SimplePhysics,8773632,USD,1.99,Paid,8981,4.5,9+,Games
599,Hot Springs Story,183409664,USD,4.99,Paid,554,4.5,4+,Games
600,The Guardian,92966912,USD,0.0,Free,8176,5.0,12+,News
601,Annabel Karmels Baby  Toddler Recipe App,104406016,USD,4.99,Paid,53,2.0,4+,Food & Drink
602,SecurityCam for iPhone,10469376,USD,0.99,Paid,6,1.0,4+,Photo & Video
603,La Banque Postale,23792640,USD,0.0,Free,8,3.0,4+,Finance
604,"My Score Plus Weight Loss, Food  Exercise Tracker",60144640,USD,0.0,Free,467,4.0,4+,Health & Fitness
605,Quit Pro,33914880,USD,0.99,Paid,287,4.5,12+,Health & Fitness
